sample	sample_type.samples
TCGA-A3-3365-11A	8
TCGA-KQ-A41R-01A	12
TCGA-BG-A0M8-01A	2
TCGA-D1-A168-01A	2
TCGA-DI-A2QY-11A	8
TCGA-06-0646-01A	10
TCGA-B0-5812-11A	8
TCGA-BR-4371-01A	21
TCGA-B0-4811-01A	6
TCGA-CC-A9FW-01A	17
TCGA-WP-A9GB-01A	13
TCGA-EL-A4KD-01A	14
TCGA-EE-A2M7-06A	18
TCGA-CJ-4886-01A	6
TCGA-HS-A5NA-01A	13
TCGA-BP-4330-11A	8
TCGA-17-Z035-11A	8
TCGA-BG-A0VV-01A	2
TCGA-S9-A7QY-01A	20
TCGA-BP-5199-11A	8
TCGA-S9-A6U2-01A	20
TCGA-AB-2987-11A	8
TCGA-55-6986-01A	0
TCGA-77-6844-01A	4
TCGA-55-8206-11A	8
TCGA-WB-A81M-01A	22
TCGA-CL-5917-01A	30
TCGA-KK-A6E3-01A	9
TCGA-HU-8238-01A	21
TCGA-VS-A958-01A	7
TCGA-ER-A3EV-06A	18
TCGA-3B-A9HV-01A	13
TCGA-77-6842-01A	4
TCGA-02-0290-01A	10
TCGA-24-1844-01A	3
TCGA-66-2777-11A	8
TCGA-D1-A17D-01A	2
TCGA-BP-4774-01A	6
TCGA-D8-A1JT-01A	1
TCGA-A8-A09G-01A	1
TCGA-CD-8536-01A	21
TCGA-44-2668-01A	0
TCGA-A3-3316-01A	6
TCGA-58-A46L-01A	4
TCGA-QH-A65S-01A	20
TCGA-33-4538-11A	8
TCGA-AC-A2FO-11A	8
TCGA-69-8453-01A	0
TCGA-DV-5569-01A	6
TCGA-DU-7292-01A	20
TCGA-A4-A57E-01A	15
TCGA-50-5066-01A	0
TCGA-55-8090-01A	0
TCGA-DK-A1AE-01A	12
TCGA-CH-5765-01A	9
TCGA-P5-A5EU-01A	20
TCGA-J7-6720-01A	15
TCGA-HT-7480-01A	20
TCGA-DO-A2HM-01B	14
TCGA-AB-2811-03A	26
TCGA-XF-A9T4-01A	12
TCGA-VQ-A8DZ-01A	21
TCGA-E1-5304-01A	20
TCGA-AA-3696-01A	24
TCGA-SX-A7SO-01A	15
TCGA-AB-2811-03C	26
TCGA-AX-A2H4-01A	2
TCGA-CJ-4920-01A	6
TCGA-AA-3655-01A	24
TCGA-17-Z029-11A	8
TCGA-Q1-A73S-01A	7
TCGA-DD-AADO-01A	17
TCGA-AA-A02Y-01A	24
TCGA-DV-5566-01A	6
TCGA-S9-A7IZ-01A	20
TCGA-BC-A69H-01A	17
TCGA-DE-A4MA-01A	14
TCGA-KM-A7QH-01C	27
TCGA-AB-2805-03C	26
TCGA-AB-2805-03B	26
TCGA-R6-A6KZ-01A	28
TCGA-VS-A8Q8-01A	7
TCGA-BP-4176-11A	8
TCGA-2L-AAQI-11A	8
TCGA-21-1083-11A	8
TCGA-4V-A9QM-01A	25
TCGA-59-2348-01A	3
TCGA-2Y-A9H2-01A	17
TCGA-DC-4745-01A	30
TCGA-CC-5258-01A	17
TCGA-50-8460-01A	0
TCGA-EP-A3RK-11A	8
TCGA-BP-5201-01A	6
TCGA-A6-6651-01A	24
TCGA-98-A53J-01A	4
TCGA-2G-AAH2-01A	23
TCGA-55-7910-11A	8
TCGA-13-0791-01A	3
TCGA-QK-A6IF-01A	5
TCGA-DD-AACV-01A	17
TCGA-04-1646-01A	3
TCGA-90-7769-01A	4
TCGA-76-6662-01A	10
TCGA-IQ-A61J-01A	5
TCGA-HC-A6AL-01A	9
TCGA-85-7843-01A	4
TCGA-KN-8429-11A	8
TCGA-F5-6863-01A	30
TCGA-77-8144-01A	4
TCGA-EK-A2H1-01A	7
TCGA-A6-2671-01A	24
TCGA-22-4605-01A	4
TCGA-62-A46U-01A	0
TCGA-CF-A1HR-01A	12
TCGA-B9-5156-01A	15
TCGA-B9-4116-01A	15
TCGA-E1-A7YV-01A	20
TCGA-EL-A3T2-01A	14
TCGA-AO-A0JL-01A	1
TCGA-14-0790-01B	10
TCGA-D1-A17Q-01A	2
TCGA-D8-A1JI-01A	1
TCGA-X7-A8M5-01A	25
TCGA-38-6178-01A	0
TCGA-DB-A4XC-01A	20
TCGA-50-5935-01A	0
TCGA-MT-A67G-01A	5
TCGA-A8-A0A6-01A	1
TCGA-FE-A22Z-01A	14
TCGA-BR-8060-11A	8
TCGA-06-0121-01A	10
TCGA-OR-A5K6-01A	19
TCGA-32-2494-01A	10
TCGA-CG-5716-01A	21
TCGA-EA-A5ZE-01A	7
TCGA-BG-A0MQ-01A	2
TCGA-EY-A1GJ-01A	2
TCGA-4Z-AA7R-01A	12
TCGA-BJ-A45E-11A	8
TCGA-BT-A20X-11A	8
TCGA-D6-A6EN-01A	5
TCGA-CN-4734-01A	5
TCGA-YL-A8SF-01A	9
TCGA-EM-A3FP-01A	14
TCGA-06-0414-01A	10
TCGA-D8-A1Y3-01A	1
TCGA-44-8119-01A	0
TCGA-AP-A05A-01A	2
TCGA-JY-A93C-01A	28
TCGA-P4-AAVO-01A	15
TCGA-B8-A54F-01A	6
TCGA-ZG-A9NI-01A	9
TCGA-DB-A64W-01A	20
TCGA-58-8393-01A	4
TCGA-73-4658-01A	0
TCGA-NA-A4R1-01A	29
TCGA-HC-7212-01A	9
TCGA-AG-3906-01A	30
TCGA-A8-A081-01A	1
TCGA-GC-A3RD-01A	12
TCGA-FU-A3EO-11A	8
TCGA-08-0385-11A	8
TCGA-38-7271-01A	0
TCGA-04-1350-11A	8
TCGA-KM-A7Q7-01B	27
TCGA-IQ-7632-01A	5
TCGA-56-8308-01A	4
TCGA-HU-A4GX-01A	21
TCGA-E2-A573-01A	1
TCGA-CE-A484-01A	14
TCGA-A8-A07F-01A	1
TCGA-EJ-7793-01A	9
TCGA-DD-AAVU-01A	17
TCGA-AR-A2LR-01A	1
TCGA-2G-AAKD-01A	23
TCGA-AB-2803-03A	26
TCGA-EE-A2A0-06A	18
TCGA-AB-2803-03C	26
TCGA-AB-2803-03B	26
TCGA-31-1950-01A	3
TCGA-CN-6997-01A	5
TCGA-AR-A2LE-01A	1
TCGA-ET-A2MY-11B	8
TCGA-VQ-A8PP-01A	21
TCGA-B0-5706-11A	8
TCGA-EL-A3T3-11A	8
TCGA-VP-AA1N-01A	9
TCGA-XF-AAN7-01A	12
TCGA-2G-AAGE-01A	23
TCGA-HT-7608-01A	20
TCGA-SH-A9CT-01A	31
TCGA-CJ-6027-01A	6
TCGA-FB-AAQ1-01A	11
TCGA-QM-A5NM-01A	29
TCGA-17-Z033-11A	8
TCGA-EY-A4KR-01A	2
TCGA-IN-A6RJ-01A	21
TCGA-KL-8338-11A	8
TCGA-29-1691-01A	3
TCGA-21-1079-11A	8
TCGA-A2-A0YE-01A	1
TCGA-EY-A549-01A	2
TCGA-DJ-A3UW-01A	14
TCGA-B0-5095-11A	8
TCGA-E6-A2P9-01A	2
TCGA-CS-6669-01A	20
TCGA-FU-A3HY-01A	7
TCGA-FB-AAPQ-11A	8
TCGA-13-1405-01A	3
TCGA-CQ-A4CH-01A	5
TCGA-OL-A5RU-01A	1
TCGA-FJ-A3ZE-01A	12
TCGA-AA-A00Z-01A	24
TCGA-60-2711-01A	4
TCGA-DJ-A3UR-01A	14
TCGA-28-5208-01A	10
TCGA-2G-AAFG-05A	23
TCGA-DW-7838-01A	15
TCGA-61-1904-01A	3
TCGA-AA-A00U-01A	24
TCGA-DD-AAEH-01A	17
TCGA-5B-A90C-01A	2
TCGA-08-0353-01A	10
TCGA-B0-4706-01A	6
TCGA-BR-6802-01A	21
TCGA-50-5931-11A	8
TCGA-DE-A4M8-01A	14
TCGA-ZF-A9R9-01A	12
TCGA-A3-3322-11A	8
TCGA-JY-A6FG-01A	28
TCGA-BT-A2LB-11A	8
TCGA-K1-A6RU-01A	13
TCGA-01-0630-11A	8
TCGA-FC-A4JI-01A	9
TCGA-UF-A7J9-01A	5
TCGA-63-A5MW-01A	4
TCGA-BQ-7053-01A	15
TCGA-FP-7735-01A	21
TCGA-24-2033-01A	3
TCGA-57-1585-01A	3
TCGA-D6-A6ES-01A	5
TCGA-67-6217-01A	0
TCGA-B8-5551-11A	8
TCGA-A3-3358-11A	8
TCGA-IB-7645-01A	11
TCGA-X7-A8M6-01A	25
TCGA-43-6770-01A	4
TCGA-B5-A121-01A	2
TCGA-DX-A7ET-01A	13
TCGA-06-0213-01A	10
TCGA-AR-A1AV-01A	1
TCGA-A2-A04Q-01A	1
TCGA-D7-A6F0-01A	21
TCGA-17-Z038-01A	0
TCGA-DJ-A3V8-01A	14
TCGA-2H-A9GK-01A	28
TCGA-MB-A8JK-01A	13
TCGA-AG-A02X-01A	30
TCGA-MH-A857-01A	15
TCGA-DD-A3A9-11A	8
TCGA-C8-A1HM-01A	1
TCGA-62-A470-01A	0
TCGA-C5-A8XH-01A	7
TCGA-CR-7395-01A	5
TCGA-G9-6496-11A	8
TCGA-12-0670-01A	10
TCGA-59-2350-01A	3
TCGA-12-0670-01B	10
TCGA-97-7941-01A	0
TCGA-B6-A0X1-01A	1
TCGA-BD-A3EP-01A	17
TCGA-69-7974-01A	0
TCGA-08-0349-01A	10
TCGA-AR-A0TX-01A	1
TCGA-BA-A6DL-01A	5
TCGA-BP-4351-01A	6
TCGA-KR-A7K8-01A	17
TCGA-CM-4751-01A	24
TCGA-EY-A547-01A	2
TCGA-AB-2954-03A	26
TCGA-CN-A49C-01A	5
TCGA-K4-A6FZ-01A	12
TCGA-OR-A5JY-01A	19
TCGA-AX-A3G3-01A	2
TCGA-AZ-6607-01A	24
TCGA-D8-A27G-01A	1
TCGA-DM-A28K-01A	24
TCGA-FB-AAPY-01A	11
TCGA-A3-3313-01A	6
TCGA-B0-4848-01A	6
TCGA-HU-A4H3-01A	21
TCGA-E1-A7YE-01A	20
TCGA-AB-2825-11C	8
TCGA-97-A4M6-01A	0
TCGA-D8-A27W-01A	1
TCGA-DK-A6B6-01A	12
TCGA-BP-4765-01A	6
TCGA-AB-2825-11D	8
TCGA-DX-A8BZ-01A	13
TCGA-06-5408-01A	10
TCGA-AZ-6600-01A	24
TCGA-BH-A0GY-01A	1
TCGA-CZ-5982-11A	8
TCGA-97-A4M5-01A	0
TCGA-BP-4795-11A	8
TCGA-G9-6353-01A	9
TCGA-FZ-5920-01A	11
TCGA-AQ-A7U7-01A	1
TCGA-E9-A1NH-11A	8
TCGA-08-0351-11A	8
TCGA-13-0805-01A	3
TCGA-OL-A5RV-01A	1
TCGA-A6-2681-11A	8
TCGA-AB-2907-11A	8
TCGA-BP-4964-01A	6
TCGA-CI-6619-01B	30
TCGA-BQ-7059-01A	15
TCGA-J9-A8CL-01A	9
TCGA-61-2614-01A	3
TCGA-WH-A86K-01A	20
TCGA-G4-6294-01A	24
TCGA-55-6981-11A	8
TCGA-76-6286-01A	10
TCGA-AB-2863-03C	26
TCGA-26-5135-01A	10
TCGA-AB-2802-03A	26
TCGA-AB-2802-03B	26
TCGA-AB-2802-03C	26
TCGA-AB-2802-03D	26
TCGA-AA-A01K-01A	24
TCGA-XU-A936-01A	25
TCGA-BH-A0C3-11A	8
TCGA-DD-AACE-01A	17
TCGA-BH-A0HN-01A	1
TCGA-55-8507-11A	8
TCGA-Z7-A8R5-01A	1
TCGA-5P-A9JU-01A	15
TCGA-KS-A4I7-01A	14
TCGA-XF-A9T3-01A	12
TCGA-DK-AA6X-01A	12
TCGA-ZF-AA54-01A	12
TCGA-55-7724-11A	8
TCGA-E2-A158-01A	1
TCGA-BA-A4II-01A	5
TCGA-56-8629-01A	4
TCGA-A4-8312-01A	15
TCGA-CJ-6028-01A	6
TCGA-CS-4943-01A	20
TCGA-NA-A4QX-01A	29
TCGA-4X-A9FD-01A	25
TCGA-HC-8213-01A	9
TCGA-14-1037-01A	10
TCGA-DE-A2OL-01A	14
TCGA-CV-6936-01A	5
TCGA-AB-2884-11A	8
TCGA-LB-A9Q5-01A	11
TCGA-EK-A2RK-01A	7
TCGA-CJ-4891-01A	6
TCGA-JV-A5VE-01A	13
TCGA-44-8117-11A	8
TCGA-HC-8256-11A	8
TCGA-14-0787-01A	10
TCGA-5R-AA1D-01A	17
TCGA-A5-A0G3-01A	2
TCGA-27-2527-01A	10
TCGA-12-1090-01A	10
TCGA-04-1342-01A	3
TCGA-DB-A64R-01A	20
TCGA-DJ-A3UK-01A	14
TCGA-2G-AAHN-01A	23
TCGA-DD-A114-01A	17
TCGA-CV-7095-01A	5
TCGA-B5-A11I-01A	2
TCGA-AG-4005-01A	30
TCGA-CU-A0YR-01A	12
TCGA-VM-A8CD-01A	20
TCGA-ER-A19P-06A	18
TCGA-D9-A3Z3-06A	18
TCGA-56-8201-11A	8
TCGA-RD-A8N5-01A	21
TCGA-EY-A5W2-01A	2
TCGA-AC-A2BK-11A	8
TCGA-75-6214-01A	0
TCGA-CV-7242-01A	5
TCGA-G7-7501-01A	15
TCGA-FG-8181-01A	20
TCGA-CV-A6K0-01B	5
TCGA-G9-6379-01A	9
TCGA-V5-A7RC-06A	28
TCGA-TM-A7CF-01A	20
TCGA-13-0760-01A	3
TCGA-AR-A24O-01A	1
TCGA-38-4629-11A	8
TCGA-3U-A98H-01A	31
TCGA-VR-A8EZ-01A	28
TCGA-P3-A6T4-01A	5
TCGA-TQ-A7RJ-01A	20
TCGA-BR-8677-01A	21
TCGA-CJ-4875-01A	6
TCGA-FY-A3RA-01A	14
TCGA-Y8-A896-01A	15
TCGA-DK-A1AA-01A	12
TCGA-60-2719-01A	4
TCGA-DJ-A2QB-01A	14
TCGA-RD-A8N6-01A	21
TCGA-AX-A1CE-01A	2
TCGA-WS-AB45-01A	24
TCGA-D1-A16X-01A	2
TCGA-HZ-A49G-01A	11
TCGA-HU-A4G8-01A	21
TCGA-62-8402-11A	8
TCGA-HW-A5KL-01A	20
TCGA-02-0075-01A	10
TCGA-2G-AAGV-01A	23
TCGA-A2-A0EX-01A	1
TCGA-DD-A3A6-11A	8
TCGA-AF-5654-01A	30
TCGA-DB-A64Q-01A	20
TCGA-HC-7077-01A	9
TCGA-CN-A63W-01A	5
TCGA-WB-A81J-01A	22
TCGA-DF-A2KZ-01A	2
TCGA-C5-A8XJ-01A	7
TCGA-F2-A44H-01A	11
TCGA-CV-6951-01A	5
TCGA-32-2632-01A	10
TCGA-A8-A06Z-01A	1
TCGA-C8-A1HJ-01A	1
TCGA-A7-A26G-01A	1
TCGA-CV-5443-11A	8
TCGA-FS-A1ZW-06A	18
TCGA-E2-A15P-01A	1
TCGA-E6-A1M0-11A	8
TCGA-HT-7677-01A	20
TCGA-LL-A5YM-01A	1
TCGA-A5-A0GV-01A	2
TCGA-BJ-A4O9-01A	14
TCGA-78-7536-01A	0
TCGA-FB-AAPS-11A	8
TCGA-77-A5GF-01A	4
TCGA-EA-A5ZF-01A	7
TCGA-A8-A09K-01A	1
TCGA-10-0925-01B	3
TCGA-99-8033-11A	8
TCGA-10-0925-01A	3
TCGA-E8-A242-01A	14
TCGA-G9-6385-01A	9
TCGA-BJ-A2P4-01A	14
TCGA-Q1-A73O-01A	7
TCGA-AF-A56N-01A	30
TCGA-33-4566-01A	4
TCGA-D9-A4Z2-01A	18
TCGA-E2-A1LE-11A	8
TCGA-A7-A0CD-01A	1
TCGA-KO-8416-01A	27
TCGA-61-1743-01A	3
TCGA-Q1-A73Q-01A	7
TCGA-D8-A1XZ-01A	1
TCGA-AR-A24K-01A	1
TCGA-55-8085-01A	0
TCGA-TM-A84T-01A	20
TCGA-MK-A84Z-01A	14
TCGA-GE-A2C6-11A	8
TCGA-QK-A6II-01A	5
TCGA-4V-A9QJ-11A	8
TCGA-CV-6935-01A	5
TCGA-63-A5M9-01A	4
TCGA-FY-A40N-01A	14
TCGA-CZ-5459-11A	8
TCGA-C8-A8HQ-01A	1
TCGA-KN-8434-11A	8
TCGA-EA-A50E-01A	7
TCGA-MT-A51X-01A	5
TCGA-FK-A3SB-01A	14
TCGA-B0-4843-11A	8
TCGA-C8-A1HL-01A	1
TCGA-EM-A2CK-01A	14
TCGA-ZG-A8QX-01A	9
TCGA-G2-AA3F-01A	12
TCGA-A7-A13G-11A	8
TCGA-B6-A0RO-01A	1
TCGA-B6-A0IG-01A	1
TCGA-ZF-A9R1-01A	12
TCGA-3Z-A93Z-01A	6
TCGA-XV-AAZW-01A	18
TCGA-PQ-A6FI-01A	12
TCGA-BC-A10U-11A	8
TCGA-DD-AAC9-01A	17
TCGA-S8-A6BW-01A	28
TCGA-AX-A3FS-01A	2
TCGA-J2-8194-01A	0
TCGA-DX-A8BS-11A	8
TCGA-RW-A68D-01A	22
TCGA-CQ-7067-01A	5
TCGA-BR-4279-01A	21
TCGA-24-1557-01A	3
TCGA-AR-A1AQ-01A	1
TCGA-G4-6628-01A	24
TCGA-ZJ-AAXF-01A	7
TCGA-55-7815-01A	0
TCGA-BK-A13C-11A	8
TCGA-BP-4763-11A	8
TCGA-2L-AAQL-01A	11
TCGA-VQ-AA6I-01A	21
TCGA-HE-A5NK-01A	15
TCGA-18-3407-01A	4
TCGA-17-Z023-01A	0
TCGA-BR-A4J2-01A	21
TCGA-A3-3331-11A	8
TCGA-CD-8525-01A	21
TCGA-X7-A8M7-01A	25
TCGA-XK-AAJT-01A	9
TCGA-CN-6022-01A	5
TCGA-HZ-7919-01A	11
TCGA-BS-A0T9-01A	2
TCGA-A2-A4S3-01A	1
TCGA-01-0628-11A	8
TCGA-XR-A8TC-01A	17
TCGA-B8-4619-11A	8
TCGA-30-1859-01A	3
TCGA-04-1351-11A	8
TCGA-2G-AAKM-01A	23
TCGA-KM-A7QJ-01C	27
TCGA-5C-A9VH-01A	17
TCGA-13-0766-01A	3
TCGA-49-AAR3-01A	0
TCGA-09-2056-11A	8
TCGA-DB-5277-01A	20
TCGA-VS-A9V4-01A	7
TCGA-BR-6709-01A	21
TCGA-DU-A5TP-01A	20
TCGA-BH-A204-01A	1
TCGA-G3-A25X-01A	17
TCGA-EJ-5511-01A	9
TCGA-FV-A496-01A	17
TCGA-A2-A1G0-01A	1
TCGA-IB-7889-01A	11
TCGA-A3-3336-11A	8
TCGA-C5-A7XC-01A	7
TCGA-FF-8062-01A	32
TCGA-AX-A2H8-01A	2
TCGA-77-8131-01A	4
TCGA-DX-A6YS-01A	13
TCGA-E7-A3Y1-01A	12
TCGA-L5-A8NT-11A	8
TCGA-4V-A9QW-01A	25
TCGA-AN-A0FY-01A	1
TCGA-ZF-A9RN-01A	12
TCGA-D5-6929-01A	24
TCGA-AB-2906-11A	8
TCGA-ZP-A9D4-01A	17
TCGA-XF-A9SZ-01A	12
TCGA-BB-7870-01A	5
TCGA-DK-A3IS-01A	12
TCGA-BH-A0DS-01A	1
TCGA-QT-A7U0-01A	22
TCGA-61-1737-11A	8
TCGA-50-6590-01A	0
TCGA-66-2734-01A	4
TCGA-AO-A0J7-01A	1
TCGA-CR-6484-01A	5
TCGA-AJ-A3BG-01A	2
TCGA-QQ-A5VA-01A	13
TCGA-JW-A5VK-01A	7
TCGA-BP-4975-01A	6
TCGA-FX-A2QS-11A	8
TCGA-DX-A1L4-01A	13
TCGA-CK-4948-01B	24
TCGA-3B-A9I1-01A	13
TCGA-33-4589-01A	4
TCGA-LD-A7W5-01A	1
TCGA-D8-A140-01A	1
TCGA-B0-5690-11A	8
TCGA-CU-A0YN-11A	8
TCGA-EJ-7321-01A	9
TCGA-61-1901-01A	3
TCGA-WB-A80P-01A	22
TCGA-78-7163-01A	0
TCGA-AA-A00R-01A	24
TCGA-BT-A0S7-01A	12
TCGA-2G-AAL5-01A	23
TCGA-ER-A19T-01A	18
TCGA-AG-3893-01A	30
TCGA-B0-5092-11A	8
TCGA-3B-A9I3-01A	13
TCGA-YD-A9TB-06A	18
TCGA-EY-A212-01A	2
TCGA-06-0208-01A	10
TCGA-UW-A7GK-11A	8
TCGA-AP-A1E4-01A	2
TCGA-BR-4292-11A	8
TCGA-UW-A72I-01A	27
TCGA-D5-6539-01A	24
TCGA-4K-AA1H-01A	23
TCGA-G9-6367-11A	8
TCGA-RP-A6K9-06A	18
TCGA-23-2078-01A	3
TCGA-JW-A852-01A	7
TCGA-DC-6158-01A	30
TCGA-74-6575-01A	10
TCGA-E1-5303-01A	20
TCGA-EL-A3ZL-11A	8
TCGA-W6-AA0T-01A	33
TCGA-DX-A3UF-01A	13
TCGA-55-7726-11A	8
TCGA-62-8399-01A	0
TCGA-AC-A8OP-01A	1
TCGA-21-1070-11A	8
TCGA-A8-A06O-01A	1
TCGA-LL-A740-01A	1
TCGA-CM-5863-01A	24
TCGA-E2-A1B6-01A	1
TCGA-VN-A88K-01A	9
TCGA-EB-A85J-01A	18
TCGA-37-A5EM-01A	4
TCGA-04-1341-01A	3
TCGA-DB-A4XF-01A	20
TCGA-A6-5661-01B	24
TCGA-72-4238-01A	3
TCGA-DD-AADJ-01A	17
TCGA-B0-5117-11A	8
TCGA-IW-A3M6-01A	13
TCGA-UW-A7GL-11A	8
TCGA-GN-A26C-01A	18
TCGA-EM-A3SU-01A	14
TCGA-01-0636-11A	8
TCGA-R6-A6XQ-01B	28
TCGA-E9-A1NE-11A	8
TCGA-86-8674-01A	0
TCGA-AX-A0IW-01A	2
TCGA-FP-8211-11A	8
TCGA-EJ-7330-11A	8
TCGA-37-4141-01A	4
TCGA-IG-A3QL-01A	28
TCGA-CJ-4897-01A	6
TCGA-KL-8330-01A	27
TCGA-VQ-A8PJ-01A	21
TCGA-AB-2874-11A	8
TCGA-S3-A6ZF-01A	1
TCGA-B0-4701-11A	8
TCGA-85-A5B5-01A	4
TCGA-13-0888-01A	3
TCGA-DU-7294-01A	20
TCGA-33-4586-01A	4
TCGA-DJ-A4V5-01A	14
TCGA-EB-A3Y7-01A	18
TCGA-ZF-A9RM-01A	12
TCGA-AB-2982-11A	8
TCGA-AC-A6IV-01A	1
TCGA-EW-A1PH-01A	1
TCGA-W3-AA1V-06B	18
TCGA-EB-A3XC-01A	18
TCGA-DK-A3X1-01A	12
TCGA-CV-7250-01A	5
TCGA-06-5412-01A	10
TCGA-AO-A03V-01A	1
TCGA-BP-4174-01A	6
TCGA-E9-A244-01A	1
TCGA-BC-A217-01A	17
TCGA-DC-5337-01A	30
TCGA-AG-3601-01A	30
TCGA-34-2608-01A	4
TCGA-EY-A1GO-01A	2
TCGA-18-5595-11A	8
TCGA-A5-A1OH-01A	2
TCGA-NJ-A7XG-01A	0
TCGA-12-0827-01A	10
TCGA-A8-A07P-01A	1
TCGA-CA-5797-01A	24
TCGA-BJ-A28T-01A	14
TCGA-49-4487-01A	0
TCGA-CR-7374-01A	5
TCGA-DJ-A2PP-01A	14
TCGA-A7-A26F-01A	1
TCGA-A7-A26F-01B	1
TCGA-EE-A2GH-06A	18
TCGA-KS-A41F-01A	14
TCGA-DD-A4NB-01A	17
TCGA-A7-A0D9-11A	8
TCGA-WB-A815-01A	22
TCGA-06-1800-01A	10
TCGA-DZ-6132-01A	15
TCGA-17-Z014-01A	0
TCGA-B0-5085-01A	6
TCGA-E9-A1N6-11A	8
TCGA-AK-3450-01A	6
TCGA-AC-A7VB-01A	1
TCGA-69-7980-01A	0
TCGA-A4-8515-11A	8
TCGA-B5-A1MS-01B	2
TCGA-WC-A880-01A	16
TCGA-B0-5077-11A	8
TCGA-FL-A3WE-11A	8
TCGA-UY-A9PE-01A	12
TCGA-B5-A11R-01A	2
TCGA-HZ-7925-01A	11
TCGA-L6-A4ET-01A	14
TCGA-YD-A9TA-06A	18
TCGA-FU-A2QG-01A	7
TCGA-ER-A195-06A	18
TCGA-AB-2916-11A	8
TCGA-76-6664-01A	10
TCGA-FG-A6J1-01A	20
TCGA-A7-A3J1-01A	1
TCGA-F1-6177-01A	21
TCGA-BP-4352-01A	6
TCGA-18-3414-01A	4
TCGA-43-7657-01A	4
TCGA-E9-A1ND-11A	8
TCGA-N8-A4PI-01A	29
TCGA-D8-A141-01A	1
TCGA-A7-A26H-01A	1
TCGA-BR-6455-01A	21
TCGA-XF-AAN3-01A	12
TCGA-AB-2842-11A	8
TCGA-98-8020-01A	4
TCGA-G9-6369-01A	9
TCGA-2G-AAGY-01A	23
TCGA-CJ-4885-11A	8
TCGA-BR-4256-01A	21
TCGA-G9-6332-11A	8
TCGA-DD-AACS-01A	17
TCGA-3B-A9HJ-01A	13
TCGA-5P-A9K0-01A	15
TCGA-90-7964-11A	8
TCGA-BP-5183-01A	6
TCGA-EC-A1QX-01A	2
TCGA-X7-A8D7-01A	25
TCGA-OR-A5LS-01A	19
TCGA-HV-A7OP-01A	11
TCGA-MQ-A6BQ-01A	31
TCGA-85-8481-01A	4
TCGA-CW-5583-01A	6
TCGA-BH-A1FN-11A	8
TCGA-G9-6348-11A	8
TCGA-AB-2845-03B	26
TCGA-B6-A0RL-01A	1
TCGA-VS-A94W-01A	7
TCGA-58-A46K-01A	4
TCGA-29-1781-01A	3
TCGA-13-0723-01A	3
TCGA-06-0410-01A	10
TCGA-75-5146-01A	0
TCGA-DU-5871-01A	20
TCGA-E2-A154-01A	1
TCGA-J9-A8CP-01A	9
TCGA-SP-A6QD-01A	22
TCGA-CZ-5461-01A	6
TCGA-YL-A8SP-01B	9
TCGA-DD-A1EK-01A	17
TCGA-73-4675-11A	8
TCGA-MU-A51Y-01A	7
TCGA-CJ-6033-01A	6
TCGA-01-0639-11A	8
TCGA-TM-A7CA-01A	20
TCGA-A2-A0T2-01A	1
TCGA-BB-4227-01A	5
TCGA-25-1316-01A	3
TCGA-CJ-4894-01A	6
TCGA-CR-7377-01A	5
TCGA-KK-A59Z-11A	8
TCGA-43-6143-01A	4
TCGA-HZ-A77Q-01A	11
TCGA-G9-7522-01A	9
TCGA-44-5644-01A	0
TCGA-19-1790-01B	10
TCGA-BR-A453-01A	21
TCGA-CS-6670-01A	20
TCGA-44-2657-01A	0
TCGA-A2-A0D1-01A	1
TCGA-B0-4691-11A	8
TCGA-19-1389-02A	10
TCGA-14-3476-01B	10
TCGA-VP-A87J-01A	9
TCGA-BP-5009-11A	8
TCGA-13-2071-01A	3
TCGA-85-8072-01A	4
TCGA-HV-A5A5-01A	11
TCGA-K1-A6RV-01A	13
TCGA-KK-A7AQ-01A	9
TCGA-ET-A25R-01A	14
TCGA-AC-A2FO-01A	1
TCGA-AH-6549-01A	30
TCGA-N5-A4RT-01A	29
TCGA-OR-A5LI-01A	19
TCGA-AA-3930-01A	24
TCGA-FU-A3TX-01A	7
TCGA-GL-A9DE-11A	8
TCGA-D6-8569-01A	5
TCGA-IG-A97H-01A	28
TCGA-HZ-A49H-01A	11
TCGA-E1-5322-01A	20
TCGA-HC-8260-01A	9
TCGA-QQ-A8VH-01A	13
TCGA-D1-A17M-01A	2
TCGA-AG-A008-01A	30
TCGA-BH-A0BS-01A	1
TCGA-17-Z012-11A	8
TCGA-2G-AAFH-01A	23
TCGA-S9-A6TU-01A	20
TCGA-LB-A8F3-01A	11
TCGA-VD-A8KB-01A	16
TCGA-BJ-A291-01A	14
TCGA-UU-A93S-01A	1
TCGA-AK-3460-01A	6
TCGA-V4-A9EC-01A	16
TCGA-YG-AA3N-01A	18
TCGA-NI-A4U2-11A	8
TCGA-AX-A1CA-01A	2
TCGA-VD-A8KA-01B	16
TCGA-EJ-7794-11A	8
TCGA-S3-AA17-01A	1
TCGA-CD-5799-01A	21
TCGA-B2-5633-01B	6
TCGA-B2-5633-01A	6
TCGA-RC-A6M6-01A	17
TCGA-5P-A9K2-01A	15
TCGA-DG-A2KL-01A	7
TCGA-WY-A85A-01A	20
TCGA-G2-A2EK-01A	12
TCGA-AB-2926-11A	8
TCGA-C5-A7X5-01A	7
TCGA-CW-5587-11A	8
TCGA-OL-A66P-01A	1
TCGA-BA-4075-01A	5
TCGA-66-2783-01A	4
TCGA-LL-A5YO-01A	1
TCGA-53-7813-01A	0
